Id,SalePrice
1624,260386.22153530282
1625,111366.6898698022
1626,225448.8682728614
1627,199294.59564347734
1628,200943.91930031334
1629,197546.00941179122
1630,222402.81655941493
1631,222549.2799867692
1632,223171.4582243506
1633,198060.06820840272
1634,255018.58274315117
1635,256299.30666664022
1636,164128.21501694096
1637,259343.3603819476
1638,202376.99334516906
1639,167743.33596137125
1640,201529.7300895685
1641,167900.60060278204
1642,254527.1307387425
1643,196661.39580385562
1644,197614.81269240845
1645,224572.10716695583
1646,225325.99454171874
1647,167863.25025044696
1648,138564.66769685614
1649,197654.12885276115
1650,163919.8393670717
1651,107491.1100930758
1652,190876.99498192492
1653,190876.99498192492
1654,191558.15819007583
1655,191466.73738721534
1656,191598.45725443735
1657,223900.65559927988
1658,191613.2008145696
1659,132936.5593423679
1660,141459.33073286377
1661,320081.1515606393
1662,259785.66718591543
1663,227498.21240120515
1664,319398.99471843906
1665,168382.22356710254
1666,231940.93852105964
1667,270679.2137757193
1668,225549.1137517203
1669,225981.58078555946
1670,228642.31266746856
1671,228017.1857178607
1672,288729.4106622827
1673,260745.9751325705
1674,166495.0478701732
1675,163724.23073927657
1676,220265.983244246
1677,225426.24002057765
1678,262165.26706122176
1679,262647.8836595916
1680,222559.1090268574
1681,163299.61620746745
1682,231842.6481201779
1683,160358.76741308588
1684,200030.79074608153
1685,198055.15368835864
1686,160065.8620184583
1687,198562.33215690838
1688,197137.1213441232
1689,199241.5188270012
1690,256458.53711606865
1691,255681.0600450941
1692,260381.31774529922
1693,198857.2033595536
1694,255935.6321833778
1695,196907.12180605993
1696,263334.94429179543
1697,197003.44639892405
1698,260213.24115979148
1699,225925.56598709736
1700,256576.4855971267
1701,259138.9163481136
1702,168004.78842771667
1703,199321.1340517154
1704,225316.16550163057
1705,165984.92068959697
1706,226233.20421181672
1707,164858.51269549227
1708,165494.45158919712
1709,169392.6488881668
1710,164310.0415285317
1711,258068.5338825115
1712,164988.25602465618
1713,225802.7029859952
1714,223945.99731333918
1715,255634.8635566797
1716,140373.22180312057
1717,196661.39580385562
1718,138304.20886456003
1719,199735.91954343632
1720,166969.79050643198
1721,143780.9500016904
1722,143780.9500016904
1723,227596.50280208688
1724,164140.98203901513
1725,259006.2350369637
1726,196860.92531764554
1727,163990.59772566607
1728,256600.07529333833
1729,199387.97152431498
1730,165175.01851637196
1731,166585.47503898438
1732,165355.86212395388
1733,107504.86001915876
1734,166158.89469915765
1735,164659.96608571117
1736,137960.19246147395
1737,230703.4516439181
1738,233321.79052379436
1739,192120.37928311937
1740,192990.23860088227
1741,193306.72296168096
1742,250529.6494048418
1743,251350.38498224478
1744,229738.23990725944
1745,146021.9604117535
1746,198789.39371298568
1747,201803.94957798807
1748,199639.6164106532
1749,198725.49422237207
1750,165848.29703237137
1751,176822.30289120408
1752,137876.63489068398
1753,140368.3072830765
1754,231076.848497696
1755,205507.53188321192
1756,164247.1356719674
1757,106631.06908536059
1758,166290.60383633917
1759,228623.63749130102
1760,198479.76822016772
1761,199610.1078303077
1762,198170.16418743075
1763,168344.88394480795
1764,166539.2678205295
1765,166669.0111496934
1766,225751.59197753668
1767,229739.22281126826
1768,165612.40007025521
1769,143007.40454675112
1770,224441.38093378313
1771,139532.83887558174
1772,139532.83887558174
1773,167224.36264471567
1774,166385.95625523495
1775,164991.20473668262
1776,111427.62991834887
1777,165273.28745717273
1778,164433.8874336427
1779,140238.55322387212
1780,200513.39661441086
1781,108080.8524983662
1782,103957.55945133687
1783,199968.87852356653
1784,106587.81057893216
1785,108700.08202392116
1786,167234.19168480387
1787,164142.96930711373
1788,162245.94311001524
1789,109196.43781833345
1790,141419.99311243012
1791,231274.43366354922
1792,140902.02415986432
1793,168305.5570544148
1794,164811.32257302856
1795,108920.25252189624
1796,107427.21060246219
1797,106571.11194082274
1798,105869.31847852713
1799,164015.1703258865
1800,164865.393023554
1801,167681.42373885625
1802,106571.11194082274
1803,138436.91163579084
1804,165395.16755426608
1805,164802.48716698968
1806,102655.22236969434
1807,225554.03900180486
1808,146324.70557650976
1809,166732.910640307
1810,137228.91187891382
1811,164562.66931887873
1812,108605.7232390747
1813,136829.85285133397
1814,105858.49580438966
1815,104340.88128473517
1816,106955.41667822986
1817,166438.0394376618
1818,165258.55462708094
1819,160540.61538475758
1820,101824.65775220319
1821,103952.65566133327
1822,108262.7004700379
1823,107812.5089739186
1824,105146.88403204636
1825,161877.3648367492
1826,104542.39806662369
1827,104596.44705706817
1828,163017.53348697734
1829,165425.63757853943
1830,164957.78600038282
1831,166760.4319525539
1832,160014.77247008076
1833,222181.69534755248
1834,104321.24466463979
1835,195233.2684691654
1836,103716.7586992171
1837,161946.14665728546
1838,199433.1851087206
1839,135075.35846555448
1840,401046.27200542495
1841,284019.3239219894
1842,225036.0485891581
1843,142358.68790093166
1844,138809.42152509216
1845,172202.78217941613
1846,145982.6549814413
1847,178601.35914716352
1848,107427.21060246219
1849,113948.77870096543
1850,166345.63573079248
1851,140122.58128087217
1852,164314.96677861628
1853,219458.0468790386
1854,199755.55616353173
1855,149794.34599759456
1856,258026.26901013235
1857,124657.53933711161
1858,164091.87975873618
1859,163964.08077750896
1860,228432.8152538963
1861,163953.26883341197
1862,466849.8437759887
1863,463000.79167745996
1864,463037.15912578616
1865,199907.9062848984
1866,225990.4376516793
1867,166023.25394594087
1868,226586.07748102263
1869,221941.84530932008
1870,225442.94938872755
1871,168448.0781356933
1872,200736.5158244124
1873,264059.33381625335
1874,166592.3553670461
1875,229860.1307343933
1876,256247.2127541729
1877,225914.75404300037
1878,167977.2671154698
1879,114635.83933316924
1880,163769.44432368217
1881,226823.94025115643
1882,201476.65327309235
1883,197889.04291086848
1884,200347.28583692072
1885,230776.18654057058
1886,227922.82693301424
1887,223959.7579694626
1888,225384.9687822478
1889,200169.38021132478
1890,167501.5415752022
1891,160550.43369480528
1892,104945.38871023881
1893,168567.99242476904
1894,167933.06862519446
1895,110146.90599485984
1896,106716.5817341277
1897,137124.72405397918
1898,136541.8619767505
1899,107072.39298531959
1900,105677.65219680774
1901,202671.84308773332
1902,113010.10537254483
1903,197423.16787077003
1904,165882.6879426395
1905,228470.30446592552
1906,230692.6504298616
1907,206490.4358920293
1908,100284.44717038638
1909,190688.27741223198
1910,132452.97057002975
1911,261021.17752499884
1912,232655.50973546988
1913,165641.90865060067
1914,108606.69541304302
1915,251360.20329229248
1916,119924.82434453454
1917,199241.5188270012
1918,166521.57554837078
1919,198425.69776964228
1920,226176.1957793053
1921,228567.61196279843
1922,229575.08857183624
1923,198960.40828047943
1924,320176.4825194541
1925,198290.06774646597
1926,227712.47474508683
1927,110948.96639609529
1928,170156.3653030179
1929,138426.0782316129
1930,138442.78759976279
1931,164476.15230602183
1932,141183.1347063861
1933,141274.5555092466
1934,197842.84642245408
1935,197289.47146548989
1936,198661.60546179896
1937,204070.5262223209
1938,229254.6618649618
1939,195318.72746773012
1940,161921.5847871055
1941,200282.4141723388
1942,261473.31336905484
1943,221143.7272541604
1944,261086.07064966176
1945,230433.15304149332
1946,129331.2371689977
1947,223274.66314527643
1948,235761.31727461048
1949,227758.67123350126
1950,225999.28378775867
1951,233601.0633919522
1952,203492.5786651363
1953,228203.93747953602
1954,199511.81742942595
1955,140508.86255633738
1956,233938.0820673633
1957,167160.46315410206
1958,261777.0414378199
1959,230487.10609240556
1960,108700.07129388068
1961,164432.91525967437
1962,164807.2628273396
1963,132726.21788448098
1964,190940.89447253852
1965,191622.05768068944
1966,159424.0257007006
1967,227846.1604203265
1968,261169.60676037078
1969,229466.95840082585
1970,260899.30815794598
1971,260035.33553419553
1972,259590.06928816077
1973,198100.3780028047
1974,258103.9291568694
1975,260021.54268795063
1976,225955.0423773214
1977,264321.77991664805
1978,205523.26907739346
1979,225232.60793084063
1980,169031.91238689036
1981,223386.7142022816
1982,221428.7694167174
1983,163071.58247742182
1984,191631.86526069665
1985,219168.09019643746
1986,219168.09019643746
1987,160584.8353351139
1988,198159.34151329327
1989,197162.67684835245
1990,197605.97728636957
1991,222471.63057007262
1992,197369.0866902041
1993,196907.12180605993
1994,201600.49917820335
1995,197536.18037170306
1996,198784.4684629011
1997,200165.45932532998
1998,226770.8527046398
1999,258512.81722453743
2000,201078.57714952133
2001,257549.57129589637
2002,228385.77472116722
2003,224992.79008272965
2004,256913.6216721511
2005,166867.568489515
2006,165494.45158919712
2007,167445.5160466996
2008,222667.22846782728
2009,257583.96220616452
2010,201845.2315463584
2011,169850.6821562757
2012,166103.85207466388
2013,197598.10332425855
2014,229912.09651720693
2015,203605.6126261503
2016,255952.34155152767
2017,229720.43023548753
2018,165946.5874332531
2019,164963.68342443573
2020,165307.6998275218
2021,104896.24350979795
2022,208464.10714173457
2023,167641.12467449473
2024,256758.3335687984
2025,258547.218864846
2026,160250.6372420755
2027,250708.53793444656
2028,160063.89621044067
2029,249887.82381712453
2030,219978.9860037118
2031,193622.23514851133
2032,193535.75032577588
2033,219334.2009739276
2034,249769.87533606644
2035,258110.79875489062
2036,250246.5837803429
2037,250246.5837803429
2038,251466.35692524473
2039,200036.66671005348
2040,245728.987827096
2041,289718.21209515294
2042,196661.39580385562
2043,200267.681342247
2044,141857.4175864753
2045,172190.0044273015
2046,166649.374529598
2047,139659.64422275964
2048,164988.25602465618
2049,168076.5726104818
2050,144123.01132679931
2051,106232.98223174909
2052,166732.910640307
2053,168140.42918093348
2054,103379.61189415226
2055,166438.0394376618
2056,166438.0394376618
2057,106099.3180165904
2058,203772.71703768973
2059,165706.75885510165
2060,224967.22384845995
2061,169976.4938694043
2062,167248.93524493612
2063,168296.70018829496
2064,140145.18807307497
2065,111136.69033173894
2066,171008.54307866254
2067,198040.42085826685
2068,169353.35418789505
2069,108466.12940974165
2070,106022.65150390264
2071,103888.75617071966
2072,141583.17663797477
2073,173225.84639290086
2074,142093.30381855098
2075,169710.1268830148
2076,105657.98338659092
2077,197152.84780826428
2078,138795.6608689687
2079,164928.29888011832
2080,163219.01807874444
2081,105785.78236781813
2082,165561.32125191815
2083,138009.33766191482
2084,137945.4381713012
2085,106105.2154406433
2086,166670.00478374268
2087,107671.9644306982
2088,103299.01376542925
2089,103299.01376542925
2090,136893.75234194758
2091,168232.8221577623
2092,164435.85324166034
2093,105764.1370195432
2094,136176.21095542994
2095,167617.52424824264
2096,105221.57400667602
2097,104457.86832186539
2098,107491.1100930758
2099,105703.18624095603
2100,169126.30336185824
2101,166051.76889223704
2102,103903.5104608924
2103,107567.76587572307
2104,166501.9389282754
2105,136829.85285133397
2106,109727.20598309483
2107,167745.32322946985
2108,166521.57554837078
2109,106951.48506219458
2110,105570.50492980618
2111,138230.49106389872
2112,163892.3180548248
2113,103559.49405780633
2114,136702.0753301877
2115,136829.85285133397
2116,104478.49857601008
2117,162899.58500591927
2118,162835.68551530567
2119,103559.49405780633
2120,162427.79108168694
2121,46062.33739618544
2122,137001.85032283654
2123,104532.54756645455
2124,163199.38145864903
2125,163081.43297759097
2126,166053.7347002547
2127,165085.58498161007
2128,102917.65774004858
2129,104700.62415196231
2130,141086.82084356248
2131,163824.5084082569
2132,167081.8308333967
2133,105657.98338659092
2134,222245.57337808513
2135,108660.7444034875
2136,167145.7303240103
2137,107970.76724937867
2138,168045.0874920782
2139,169793.67372376428
2140,167091.67060352533
2141,138503.73837834995
2142,108455.33892572563
2143,164211.75112764997
2144,169681.6226667591
2145,166083.21109047873
2146,170807.02629677404
2147,225711.29291317516
2148,197457.5373209572
2149,108670.59490365663
2150,235282.8121510387
2151,103682.34632886802
2152,176154.034834781
2153,166409.53522140608
2154,166128.41394484384
2155,140132.41032096033
2156,231244.92508320374
2157,257414.90271664795
2158,203282.24793728988
2159,199650.40689466923
2160,199724.1246953305
2161,166187.39891541336
2162,226935.9913081616
2163,259223.4460928719
2164,226617.53040930477
2165,226598.84450309677
2166,166585.47503898438
2167,223906.68115298648
2168,260564.12716089876
2169,198133.786009064
2170,259630.36835252226
2171,169042.7350610278
2172,139990.87214369062
2173,229380.4628480499
2174,199511.81742942595
2175,257200.62964272575
2176,229965.30146333674
2177,200072.08344449234
2178,200779.76360080036
2179,161224.6951148135
2180,283605.5213342773
2181,166585.47503898438
2182,167871.1134825175
2183,166464.57784589985
2184,108302.00590035012
2185,142827.53311313756
2186,169608.75964045295
2187,166475.38978999684
2188,138009.33766191482
2189,86618.95479812913
2190,162847.48036341145
2191,163666.23940275633
2192,163750.76914751463
2193,142840.3001352117
2194,138908.7055600232
2195,107938.32068704722
2196,106205.47164954267
2197,135986.52121176868
2198,164103.63168668005
2199,346025.9267764511
2200,165753.9275174844
2201,113942.892006953
2202,222838.264495402
2203,108193.89718942069
2204,168566.03734679188
2205,107746.66513536831
2206,138536.16348060043
2207,140501.01005430732
2208,259826.94915428577
2209,214916.87195962056
2210,100427.95115567371
2211,163818.58952412303
2212,104542.39806662369
2213,106724.45569623873
2214,136829.85285133397
2215,105846.70095628386
2216,165912.19652298497
2217,112915.74658769836
2218,103770.80768966158
2219,103643.03016851532
2220,139778.5648777861
2221,251360.20329229248
2222,251328.7503640103
2223,297040.8469608424
2224,200150.70503515727
2225,231725.56514351544
2226,225178.55894039615
2227,219309.62837370718
2228,226724.66694626588
2229,260279.08499834174
2230,198924.04083215317
2231,201102.15611569246
2232,169671.79362667093
2233,174954.90267406427
2234,226369.8385990828
2235,223139.0331221001
2236,226612.6158892607
2237,258898.10486595333
2238,282439.7971798199
2239,107700.45791691341
2240,219718.5164413752
2241,170897.47492566617
2242,102796.76054696404
2243,159685.49962712696
2244,158878.51397580694
2245,158443.07676986034
2246,174673.79212754252
2247,190741.3649587486
2248,137247.57632504086
2249,105132.14047191411
2250,110828.06920301076
2251,212698.4273426917
2252,167486.79801506991
2253,198009.94010395303
2254,199263.14271519516
2255,256136.14460117655
2256,197029.9848071621
2257,255146.38172437839
2258,166394.79166127383
2259,196813.7459252223
2260,174851.69775313846
2261,219954.41340349137
2262,161904.86468891514
2263,318185.12972763064
2264,298796.1551219084
2265,230178.42250452784
2266,223193.0821125446
2267,203003.0710086643
2268,228992.22649460754
2269,226131.975828949
2270,201172.92520432733
2271,227448.08429675546
2272,258855.85072361468
2273,168649.57345750087
2274,225517.65009339765
2275,202004.45126574632
2276,198126.9056810023
2277,255573.93423817348
2278,166297.4841644009
2279,106429.57376355304
2280,115486.04057075578
2281,160980.94565066727
2282,226051.36697018548
2283,133099.73213787208
2284,133019.14473918953
2285,159202.87229871665
2286,164029.92461605923
2287,227615.1779782544
2288,168625.00085728042
2289,261670.86634478666
2290,261054.59626129863
2291,202563.74510684438
2292,262750.09494646813
2293,229012.8674787927
2294,202774.0865647313
2295,322815.5690530883
2296,205663.81362061386
2297,257189.81769862876
2298,202671.8538177738
2299,202262.98721018675
2300,261679.7232109065
2301,259999.9402598376
2302,225115.65308383183
2303,224455.14158990656
2304,199838.14156035334
2305,192996.12529489468
2306,192998.09110291232
2307,221476.93171314948
2308,161449.79086287317
2309,223002.39873483402
2310,163071.58247742182
2311,218482.02319828293
2312,230899.06027171324
2313,199351.60407598873
2314,169980.42548543957
2315,197995.19654382078
2316,257209.4757788051
2317,227366.50326402363
2318,197377.93282628345
2319,196870.7543577337
2320,164567.57310888235
2321,218854.54381762474
2322,160584.8353351139
2323,231237.16852070592
2324,258541.31071075262
2325,200038.65397815208
2326,201035.31864309288
2327,197093.88429777572
2328,197944.09626540274
2329,256971.6130086713
2330,198773.6565188041
2331,259693.28493912707
2332,258087.2197887195
2333,258524.6120726432
2334,199959.04948347836
2335,259271.61911934442
2336,198242.8990840832
2337,166742.73968039517
2338,226987.10231662012
2339,167432.73829458497
2340,227312.4220834577
2341,289728.8959095963
2342,224055.0996583179
2343,223469.28886906276
2344,198730.40874241616
2345,197917.54712712418
2346,165494.45158919712
2347,165848.29703237137
2348,197781.9063739074
2349,225592.36152810827
2350,259654.9409527427
2351,167199.77931445476
2352,168560.118462658
2353,199796.8703220235
2354,138304.20886456003
2355,138304.20886456003
2356,169239.3158627913
2357,164315.9496826251
2358,200704.07999212143
2359,138743.5562264609
2360,163115.8131578186
2361,196637.806107644
2362,266835.0547371536
2363,167505.46246119696
2364,169432.93722248782
2365,219599.58505630828
2366,218758.21922476063
2367,219014.75717106194
2368,218839.80025749246
2369,194464.5946141083
2370,249887.82381712453
2371,191370.42352439172
2372,164198.001201567
2373,255519.86378764804
2374,255915.97410320144
2375,198465.98610396334
2376,259441.65078282933
2377,232769.5158704522
2378,200789.59264088856
2379,255573.93423817348
2380,165576.03262192896
2381,200789.59264088856
2382,168165.98468516272
2383,166322.04603458085
2384,257996.7818898678
2385,225913.77113899155
2386,167617.52424824264
2387,164914.53822399487
2388,167650.93225450194
2389,105903.70938879527
2390,171049.8143169924
2391,106747.05175840104
2392,107176.58081025424
2393,197939.1710153182
2394,166044.87783413485
2395,198066.9699965454
2396,142119.84222678904
2397,210915.46973972506
2398,110544.98211843088
2399,135783.049351903
2400,160378.42549326224
2401,103667.60276873576
2402,166374.13994704818
2403,165585.87239205762
2404,199167.80102633988
2405,166438.0394376618
2406,165548.50057964158
2407,163744.8824535022
2408,165111.11902575835
2409,107589.40049395752
2410,108278.42693417898
2411,166541.23362854714
2412,110634.43711327373
2413,166880.3462416296
2414,142290.86752432326
2415,165005.95902685536
2416,109343.87341965605
2417,138738.65243645728
2418,165396.16118831537
2419,164093.82410667284
2420,165258.55462708094
2421,166371.2019650622
2422,114094.24849427039
2423,170949.5688381335
2424,168894.3165556964
2425,268627.8823792769
2426,225339.73373776124
2427,141547.79209365734
2428,199271.0166773062
2429,139483.69367514085
2430,165160.26422619922
2431,138009.33766191482
2432,164373.9410191453
2433,138122.37162292883
2434,197057.506119409
2435,164865.393023554
2436,105525.30207544105
2437,105068.2409813005
2438,163646.59205262046
2439,105439.77869663347
2440,104542.39806662369
2441,161341.67142190324
2442,101680.17086290703
2443,105657.98338659092
2444,107427.21060246219
2445,104468.6802659624
2446,198827.72696932955
2447,199449.89447687048
2448,172978.16531271936
2449,103137.82823802366
2450,165256.58881906333
2451,134470.88323017227
2452,170271.36507204952
2453,107059.60450316449
2454,168472.6292758328
2455,163611.18604822207
2456,165527.87032549692
2457,163022.44800702145
2458,136829.85285133397
2459,104596.44705706817
2460,195422.9367527457
2461,163199.38145864903
2462,104778.29502873986
2463,162953.63399636373
2464,196975.93581671763
2465,107343.67449175319
2466,107112.70277972159
2467,194892.16858798434
2468,162585.0557230977
2469,104163.96929318852
2470,228461.4797899271
2471,140609.12949527724
2472,141075.998169425
2473,219615.32225048984
2474,167145.7303240103
2475,201957.28260336356
2476,161345.60303793853
2477,168045.0874920782
2478,167981.1880014646
2479,171056.7053750946
2480,203196.72455848227
2481,168479.53106397548
2482,165219.22773668778
2483,107161.83725012197
2484,165192.6893284497
2485,165031.50380104413
2486,170934.82527800126
2487,231915.39374687086
2488,137709.54120918503
2489,109825.50711401705
2490,170536.7491544302
2491,107491.1100930758
2492,167887.8228506674
2493,174243.2801716805
2494,179306.21872109876
2495,116084.62911212555
2496,227877.62407864913
2497,141264.71573911794
2498,136240.11044604355
2499,109963.11367525147
2500,160741.11707251583
2501,166187.40964545385
2502,167976.29494150146
2503,164486.9857101998
2504,180577.1243345401
2505,256804.51932717237
2506,166023.25394594087
2507,199591.43265414017
2508,167062.18348326083
2509,168551.28305661914
2510,165612.40007025521
2511,164056.45229425683
2512,198446.34948386793
2513,256377.9389873456
2514,208818.90329879618
2515,144906.3750917863
2516,257496.48374937978
2517,165286.07593932783
2518,205567.48902774978
2519,199924.63711312925
2520,259787.63299393305
2521,198669.46869386948
2522,256321.91345884302
2523,110243.24131776442
2524,165514.10966937346
2525,166555.98791871988
2526,139760.87260562737
2527,173023.49629673816
2528,108154.57029902752
2529,164079.0698165001
2530,105721.88287720452
2531,226519.24000842305
2532,256246.2298501641
2533,197308.14664165743
2534,168725.2570661798
2535,260221.104391862
2536,262680.3194918826
2537,206094.30411639492
2538,197295.3688895428
2539,223914.53365501654
2540,165193.682962499
2541,197480.15484320046
2542,198179.98249747843
2543,166595.2933490321
2544,106747.04102836056
2545,173010.71854462352
2546,106680.20355576099
2547,163179.7126484322
2548,198809.0625232025
2549,254549.7375309453
2550,318488.65647755197
2551,160550.43369480528
2552,163228.8471188326
2553,163702.6068510826
2554,165657.62438470128
2555,166808.58351894547
2556,106613.36608316141
2557,165034.4525130706
2558,284612.05795946816
2559,105744.48966940732
2560,163642.6497065447
2561,160869.8774976709
2562,105250.08895297219
2563,105677.65219680774
2564,196459.9112120885
2565,143752.4350553942
2566,164742.54075249232
2567,163116.80679186792
2568,155981.7374631404
2569,210499.70134399532
2570,100332.60946681842
2571,174631.53798520385
2572,160714.5679342373
2573,177341.39360747286
2574,206961.2361822123
2575,105525.30207544105
2576,164165.56536927604
2577,165907.2712729004
2578,102190.29804348326
2579,109394.97369807406
2580,165175.01851637196
2581,163454.92577090109
2582,104537.47281653913
2583,253055.71270750242
2584,227237.73210882806
2585,166831.20104118873
2586,201805.89392592473
2587,225117.61889184947
2588,139532.83887558174
2589,165204.4841765555
2590,219280.14125344265
2591,208970.31343631598
2592,165227.1016987988
2593,165094.39892756796
2594,199443.99705281758
2595,163541.4105936365
2596,226407.17822137737
2597,164646.20542958772
2598,317730.05590158864
2599,169419.18729640485
2600,141337.39890666137
2601,195693.20316504905
2602,132410.7164276911
2603,158445.05330791848
2604,132401.87029161173
2605,132790.1173750946
2606,165847.2926682816
2607,289400.73410030495
2608,222691.64266936597
2609,197433.95835478604
2610,137476.59295909532
2611,125868.46634593412
2612,200101.55983471638
2613,168364.52056490336
2614,141200.82697854482
2615,226133.93090692617
2616,167291.1893872748
2617,142496.2944621661
2618,227872.50823976134
2619,168528.67626441634
2620,255743.9659016584
2621,202107.66691671262
2622,198905.36565598566
2623,202257.07905609335
2624,261162.71570226856
2625,202237.42097591702
2626,197227.54851293442
2627,160575.98919903452
2628,321753.06054959714
2629,265527.8138655074
2630,201435.37130472204
2631,263488.2773171709
2632,263360.49979602464
2633,223303.16736153213
2634,265595.6127820349
2635,167223.36901066639
2636,199703.49444118585
2637,166695.54955793146
2638,256996.18560889174
2639,225709.32710515754
2640,166831.20104118873
2641,138009.33766191482
2642,223918.4652710518
2643,133645.2438627657
2644,133055.5014574753
2645,132790.1173750946
2646,132519.80804262933
2647,132583.70753324294
2648,193199.59715476035
2649,164387.70167526876
2650,217536.46954180062
2651,191431.3635729384
2652,263817.5501601247
2653,172824.93895691657
2654,169085.01066344744
2655,229822.76965201774
2656,203089.59875156166
2657,257418.83433268318
2658,201936.6416191784
2659,199843.0668104379
2660,259154.65354229516
2661,228818.24175500637
2662,229869.94904444096
2663,260635.87915354245
2664,221105.39399781649
2665,222839.22593932986
2666,221559.49564989013
2667,199351.60407598873
2668,199351.60407598873
2669,168462.82169582558
2670,200785.67175489376
2671,198207.5038097253
2672,218329.67307691625
2673,218183.22037960246
2674,218314.92951678397
2675,159896.8025289417
2676,198303.82840258942
2677,197799.59864606612
2678,259607.77229035995
2679,257141.6554021967
2680,257028.6214411827
2681,256785.8548810453
2682,199201.23049268016
2683,323015.12002695916
2684,257771.7076018891
2685,260016.6496279875
2686,201523.8219354751
2687,262540.73639259004
2688,167751.1991934418
2689,165430.55209858352
2690,318940.9721803707
2691,197275.71080936646
2692,138533.22549861448
2693,167837.69474621772
2694,143780.9500016904
2695,196956.2670065008
2696,196791.1391330195
2697,197451.65062694476
2698,256856.61323963967
2699,222347.78466496165
2700,163990.59772566607
2701,198154.4269932492
2702,165946.5874332531
2703,165840.4445303413
2704,107663.10756457836
2705,107793.84452779155
2706,106950.51288822624
2707,165428.58629056587
2708,143761.29192151406
2709,106527.86416443477
2710,107283.71734721532
2711,294019.2719080841
2712,258483.3193742324
2713,134370.60556119197
2714,191726.22404554312
2715,192172.4624655462
2716,193596.69037432256
2717,197461.47966703295
2718,164059.41173632376
2719,228181.31995729273
2720,225325.99454171874
2721,166438.0394376618
2722,197845.805864521
2723,166138.242984932
2724,165258.55462708094
2725,166594.32117506376
2726,166438.0394376618
2727,224008.9031699035
2728,199480.3645011438
2729,140186.48077148577
2730,167617.52424824264
2731,165342.09073778996
2732,108138.83310484597
2733,166438.0394376618
2734,167610.63319014042
